edad,trabajo,estado_civil,educacion,impago,saldo,hipoteca,prestamo,contacto,día,mes,duracion,contactos_campana,dias_ultimo_contacto,contactos_previos,resultado_campana_previa,respuesta
25,administrativo,casado,secundaria,no,18,yes,no,cellular,18,jul,225,1,-1,0,unknown,no
25,obrero,casado,secundaria,no,-76,yes,no,unknown,12,may,241,3,-1,0,unknown,no
38,tecnico,soltero,terciaria,no,221,no,no,cellular,20,aug,79,3,-1,0,unknown,no
34,gerente,casado,terciaria,no,136,yes,no,cellular,22,apr,156,1,-1,0,unknown,no
67,obrero,casado,secundaria,no,16353,no,no,cellular,27,oct,223,2,-1,0,unknown,no
32,obrero,casado,secundaria,no,-63,yes,no,unknown,30,may,198,1,-1,0,unknown,no
45,ama_de_casa,casado,primaria,no,7353,no,no,cellular,13,aug,536,2,-1,0,unknown,no
33,obrero,casado,primaria,no,511,yes,no,unknown,21,may,304,2,-1,0,unknown,no
38,administrativo,casado,primaria,no,3913,yes,no,cellular,20,apr,196,2,315,2,failure,no
32,tecnico,divorciado,secundaria,no,1097,yes,no,unknown,12,may,298,2,-1,0,unknown,no
54,jubilado,divorciado,terciaria,no,6102,yes,yes,unknown,21,may,86,6,-1,0,unknown,no
51,administrativo,divorciado,secundaria,no,340,yes,no,unknown,8,may,186,1,-1,0,unknown,no
42,obrero,casado,primaria,no,-119,yes,no,cellular,22,jul,167,3,-1,0,unknown,no
41,administrativo,casado,secundaria,no,2993,yes,no,cellular,22,jul,24,12,-1,0,unknown,no
39,gerente,divorciado,terciaria,no,3575,no,yes,cellular,18,aug,74,3,-1,0,unknown,no
38,obrero,casado,secundaria,no,361,yes,no,unknown,11,jun,601,1,-1,0,unknown,no
39,gerente,casado,secundaria,no,1072,yes,no,unknown,27,may,1168,2,-1,0,unknown,no
46,obrero,casado,primaria,no,2904,no,no,cellular,20,apr,277,2,-1,0,unknown,no
50,emprendedor,divorciado,terciaria,no,1790,no,yes,cellular,6,feb,748,3,-1,0,unknown,no
33,obrero,casado,secundaria,no,86,yes,no,unknown,19,may,364,1,-1,0,unknown,no
37,tecnico,casado,secundaria,no,1633,yes,no,unknown,19,may,229,3,-1,0,unknown,no
31,gerente,casado,terciaria,no,8312,no,no,cellular,29,aug,43,13,-1,0,unknown,no
34,obrero,divorciado,desconocido,no,172,no,no,cellular,15,jun,177,1,-1,0,unknown,yes
34,gerente,casado,terciaria,no,0,yes,no,cellular,7,aug,262,1,99,2,success,yes
36,gerente,casado,terciaria,no,222,yes,no,cellular,6,may,317,1,169,2,failure,no
40,tecnico,casado,secundaria,no,109,no,no,unknown,20,jun,402,22,-1,0,unknown,no
40,obrero,casado,secundaria,no,1451,no,no,cellular,1,jun,314,1,-1,0,unknown,yes
41,tecnico,casado,secundaria,no,1066,no,no,cellular,11,feb,109,3,-1,0,unknown,yes
52,gerente,casado,terciaria,no,3163,no,no,cellular,25,aug,56,6,-1,0,unknown,no
40,servicios,soltero,secundaria,no,888,yes,no,unknown,12,may,169,2,-1,0,unknown,no
48,obrero,soltero,desconocido,no,428,yes,no,cellular,18,may,127,1,-1,0,unknown,no
33,gerente,divorciado,secundaria,no,106,no,no,cellular,20,aug,175,3,-1,0,unknown,no
44,tecnico,divorciado,secundaria,no,0,no,no,cellular,12,aug,56,2,-1,0,unknown,no
55,gerente,casado,terciaria,no,979,no,yes,cellular,8,jul,123,1,-1,0,unknown,no
51,administrativo,casado,secundaria,no,2662,no,no,telephone,28,jan,148,2,-1,0,unknown,no
34,gerente,soltero,terciaria,no,84,no,no,cellular,5,feb,231,1,-1,0,unknown,no
58,jubilado,divorciado,desconocido,no,5920,yes,no,cellular,23,jul,255,1,-1,0,unknown,no
39,gerente,soltero,terciaria,no,816,yes,no,cellular,27,aug,37,3,-1,0,unknown,no
27,desempleado,soltero,secundaria,no,3276,no,no,cellular,5,aug,106,1,110,2,other,no
55,gerente,divorciado,desconocido,no,2,yes,no,unknown,19,may,95,1,-1,0,unknown,no
35,tecnico,soltero,secundaria,no,-51,no,no,unknown,2,jul,134,2,-1,0,unknown,no
37,tecnico,soltero,terciaria,no,3315,yes,no,cellular,9,apr,820,2,-1,0,unknown,no
52,tecnico,casado,secundaria,no,196,yes,yes,cellular,24,feb,116,1,273,3,failure,no
41,obrero,casado,secundaria,no,552,yes,no,cellular,12,may,463,1,-1,0,unknown,no
52,administrativo,casado,secundaria,no,2347,no,yes,cellular,12,aug,603,3,-1,0,unknown,no
34,obrero,soltero,secundaria,no,3723,yes,no,unknown,27,may,47,5,-1,0,unknown,no
53,gerente,divorciado,primaria,no,255,no,no,cellular,19,nov,126,1,-1,0,unknown,no
33,gerente,soltero,terciaria,no,3143,no,no,cellular,29,jun,421,2,-1,0,unknown,yes
47,autonomo,casado,secundaria,no,0,no,no,unknown,26,jun,174,8,-1,0,unknown,no
35,obrero,casado,secundaria,no,6411,yes,yes,cellular,30,jan,144,1,266,2,failure,no
33,gerente,soltero,terciaria,no,1909,no,no,cellular,8,aug,191,2,-1,0,unknown,no
55,obrero,casado,primaria,no,3873,no,no,telephone,21,apr,222,1,-1,0,unknown,no
58,autonomo,casado,primaria,no,1013,yes,no,cellular,11,aug,206,1,461,1,failure,yes
44,administrativo,casado,secundaria,no,262,yes,no,cellular,9,jul,74,1,-1,0,unknown,no
25,servicios,soltero,secundaria,no,3217,yes,no,unknown,28,may,24,1,-1,0,unknown,no
37,tecnico,soltero,secundaria,no,5436,yes,no,cellular,6,may,7,11,351,1,failure,no
41,obrero,casado,primaria,no,2067,yes,no,cellular,15,may,493,7,-1,0,unknown,no
34,obrero,soltero,secundaria,no,215,no,no,cellular,3,mar,350,3,-1,0,unknown,yes
36,servicios,divorciado,secundaria,no,1594,no,no,unknown,6,jun,250,3,-1,0,unknown,no
44,autonomo,casado,terciaria,no,134,no,no,cellular,28,aug,86,4,-1,0,unknown,no
34,emprendedor,divorciado,terciaria,no,262,no,no,cellular,20,nov,371,1,-1,0,unknown,no
56,obrero,divorciado,primaria,no,3021,no,no,unknown,9,jun,419,2,-1,0,unknown,no
43,gerente,divorciado,terciaria,no,388,yes,no,unknown,8,may,2087,2,-1,0,unknown,yes
28,obrero,soltero,secundaria,no,3412,yes,no,cellular,15,may,22,4,-1,0,unknown,no
54,obrero,casado,secundaria,no,1291,yes,no,unknown,5,may,266,1,-1,0,unknown,no
37,tecnico,divorciado,secundaria,no,79,no,no,cellular,21,jul,191,1,-1,0,unknown,no
59,autonomo,casado,terciaria,no,2013,no,no,cellular,19,feb,222,4,94,2,success,yes
58,obrero,divorciado,secundaria,no,543,no,yes,telephone,17,jul,264,3,-1,0,unknown,no
56,gerente,divorciado,terciaria,no,1016,yes,no,unknown,9,jun,184,5,-1,0,unknown,no
32,obrero,soltero,secundaria,no,604,no,yes,cellular,28,may,95,3,-1,0,unknown,no
42,gerente,soltero,terciaria,no,525,no,no,cellular,13,aug,127,2,-1,0,unknown,no
52,jubilado,divorciado,primaria,no,353,no,no,cellular,31,jul,395,4,-1,0,unknown,no
46,gerente,casado,terciaria,no,964,yes,no,cellular,8,apr,174,1,-1,0,unknown,no
37,administrativo,casado,terciaria,no,3913,yes,no,cellular,27,apr,124,1,-1,0,unknown,yes
39,obrero,casado,primaria,no,879,yes,no,unknown,26,may,102,2,-1,0,unknown,no
31,administrativo,casado,secundaria,no,314,yes,no,cellular,17,apr,279,1,-1,0,unknown,no
59,ama_de_casa,casado,primaria,no,0,no,no,cellular,27,aug,76,11,-1,0,unknown,no
38,obrero,casado,secundaria,no,1370,yes,no,cellular,11,may,472,2,-1,0,unknown,no
58,gerente,casado,secundaria,no,37,no,no,cellular,18,aug,84,11,-1,0,unknown,no
34,gerente,soltero,terciaria,no,673,yes,yes,cellular,20,nov,271,1,184,1,failure,no
40,servicios,casado,secundaria,no,-342,yes,no,unknown,26,may,754,1,-1,0,unknown,no
20,estudiante,soltero,secundaria,no,291,no,no,telephone,11,may,172,5,371,5,failure,no
34,tecnico,casado,secundaria,no,209,yes,yes,cellular,8,apr,375,2,-1,0,unknown,no
31,tecnico,soltero,terciaria,no,438,yes,no,cellular,12,aug,130,2,-1,0,unknown,no
39,administrativo,soltero,secundaria,no,1242,yes,no,unknown,12,may,303,3,-1,0,unknown,no
34,emprendedor,casado,terciaria,no,355,yes,no,unknown,16,may,261,1,-1,0,unknown,no
24,obrero,casado,secundaria,no,204,yes,yes,cellular,17,apr,229,3,-1,0,unknown,no
41,gerente,casado,terciaria,no,10758,yes,no,cellular,1,jun,288,1,-1,0,unknown,no
40,gerente,casado,terciaria,no,5,yes,no,cellular,18,nov,219,3,-1,0,unknown,no
45,tecnico,soltero,secundaria,no,410,yes,no,unknown,30,may,891,4,-1,0,unknown,yes
36,gerente,casado,terciaria,no,605,yes,no,unknown,26,may,204,1,-1,0,unknown,no
53,gerente,casado,terciaria,no,4,no,no,unknown,20,jun,19,6,-1,0,unknown,no
23,estudiante,soltero,secundaria,no,8494,no,no,cellular,25,aug,158,2,-1,0,unknown,no
42,emprendedor,casado,primaria,no,198,yes,no,unknown,8,may,314,1,-1,0,unknown,no
48,obrero,casado,secundaria,no,841,yes,no,unknown,19,may,215,1,-1,0,unknown,no
34,gerente,casado,terciaria,no,8,no,no,cellular,25,aug,169,4,-1,0,unknown,no
36,administrativo,casado,secundaria,no,470,yes,no,cellular,31,jul,101,4,-1,0,unknown,no
43,jubilado,casado,secundaria,no,520,yes,no,unknown,20,may,15,13,-1,0,unknown,no
36,obrero,casado,secundaria,no,439,yes,no,unknown,21,may,260,5,-1,0,unknown,no
49,obrero,casado,secundaria,no,-454,yes,no,cellular,14,may,558,1,-1,0,unknown,yes
55,jubilado,casado,secundaria,no,466,no,no,unknown,17,jun,287,4,-1,0,unknown,no
53,jubilado,casado,secundaria,no,665,yes,no,cellular,22,apr,371,2,-1,0,unknown,yes
42,tecnico,casado,secundaria,no,994,yes,no,cellular,11,aug,149,1,78,5,failure,yes
45,administrativo,casado,secundaria,no,5346,yes,yes,unknown,21,oct,187,1,-1,0,unknown,yes
31,obrero,casado,secundaria,no,1243,yes,no,unknown,21,may,32,1,-1,0,unknown,no
32,administrativo,casado,terciaria,no,0,yes,no,unknown,5,may,138,1,-1,0,unknown,no
36,obrero,casado,secundaria,no,2357,yes,no,unknown,17,jun,228,2,-1,0,unknown,no
56,jubilado,casado,secundaria,no,1044,no,no,telephone,3,jul,353,2,-1,0,unknown,yes
46,administrativo,casado,secundaria,no,1069,yes,no,unknown,8,may,45,2,-1,0,unknown,no
41,ama_de_casa,soltero,secundaria,no,231,no,no,cellular,9,jul,76,2,-1,0,unknown,no
31,administrativo,casado,secundaria,no,0,yes,yes,unknown,6,may,144,2,-1,0,unknown,no
32,tecnico,casado,secundaria,no,266,yes,no,cellular,19,aug,168,2,-1,0,unknown,no
38,gerente,casado,terciaria,no,-70,yes,no,cellular,30,jan,140,1,2,3,other,no
49,jubilado,soltero,primaria,no,25824,no,no,unknown,17,jun,94,1,-1,0,unknown,no
46,gerente,soltero,primaria,no,538,no,no,unknown,17,jun,118,3,-1,0,unknown,no
29,tecnico,soltero,secundaria,no,534,yes,no,cellular,18,may,382,1,-1,0,unknown,no
36,administrativo,casado,desconocido,no,2323,no,no,cellular,19,nov,111,1,-1,0,unknown,no
38,administrativo,casado,secundaria,no,1852,yes,no,cellular,15,may,298,2,-1,0,unknown,no
53,tecnico,casado,secundaria,no,2647,yes,no,unknown,30,may,121,1,-1,0,unknown,no
43,gerente,casado,terciaria,no,2767,yes,no,unknown,15,may,317,7,-1,0,unknown,no
41,gerente,casado,terciaria,no,176,yes,yes,unknown,5,may,42,1,-1,0,unknown,no
42,gerente,soltero,secundaria,no,9720,no,no,cellular,5,aug,81,2,-1,0,unknown,no
55,obrero,divorciado,secundaria,no,1613,yes,no,cellular,3,apr,296,1,270,3,failure,yes
39,administrativo,divorciado,secundaria,no,2903,yes,yes,telephone,25,jul,259,2,-1,0,unknown,no
30,administrativo,soltero,secundaria,no,81,yes,no,cellular,6,aug,121,6,112,3,other,no
41,obrero,casado,secundaria,no,780,yes,no,cellular,15,may,432,3,-1,0,unknown,no
44,desempleado,casado,terciaria,no,178,no,no,cellular,8,aug,126,2,-1,0,unknown,no
58,gerente,casado,terciaria,no,299,no,no,cellular,16,jul,120,4,-1,0,unknown,no
35,jubilado,casado,primaria,no,285,yes,no,cellular,29,jan,136,1,-1,0,unknown,no
27,obrero,casado,secundaria,no,872,yes,no,cellular,17,apr,1130,3,-1,0,unknown,no
34,servicios,casado,secundaria,no,1337,no,no,cellular,17,dec,330,2,127,3,success,yes
25,servicios,casado,secundaria,no,72,yes,no,cellular,23,jul,305,2,-1,0,unknown,no
36,obrero,casado,secundaria,no,0,no,no,unknown,20,jun,332,3,-1,0,unknown,no
38,obrero,casado,secundaria,no,-388,yes,no,unknown,9,may,412,1,-1,0,unknown,no
30,administrativo,casado,secundaria,no,11,yes,no,cellular,11,may,157,1,-1,0,unknown,no
47,obrero,divorciado,secundaria,yes,-535,yes,no,cellular,30,jul,71,2,-1,0,unknown,no
41,servicios,divorciado,secundaria,no,787,yes,no,cellular,8,may,297,2,-1,0,unknown,no
36,gerente,soltero,terciaria,no,3343,no,no,cellular,18,nov,307,1,-1,0,unknown,no
63,emprendedor,casado,secundaria,no,3904,no,no,telephone,4,aug,250,2,187,2,success,yes
23,gerente,soltero,terciaria,no,736,yes,no,cellular,30,apr,119,1,-1,0,unknown,no
32,gerente,casado,terciaria,no,1390,no,no,cellular,7,aug,116,2,-1,0,unknown,no
57,jubilado,casado,primaria,no,808,no,no,telephone,7,jul,274,1,-1,0,unknown,no
48,gerente,casado,terciaria,no,1147,no,no,cellular,5,aug,389,1,64,2,success,yes
49,servicios,casado,secundaria,no,1122,no,no,cellular,4,aug,143,1,-1,0,unknown,no
50,tecnico,casado,secundaria,no,-568,yes,yes,unknown,28,may,860,2,-1,0,unknown,no
33,obrero,casado,primaria,no,1165,yes,no,unknown,21,may,420,2,-1,0,unknown,no
53,servicios,divorciado,secundaria,no,-905,yes,no,unknown,28,may,213,1,-1,0,unknown,no
30,desempleado,casado,terciaria,no,0,yes,no,cellular,18,nov,756,1,-1,0,unknown,no
38,tecnico,casado,secundaria,no,740,no,no,cellular,7,aug,259,3,-1,0,unknown,no
44,gerente,casado,secundaria,no,8262,yes,no,cellular,23,jul,201,16,-1,0,unknown,no
39,administrativo,soltero,secundaria,no,14,yes,yes,unknown,13,may,19,9,-1,0,unknown,no
45,tecnico,soltero,desconocido,no,7108,yes,yes,cellular,18,nov,53,1,172,3,failure,no
36,obrero,casado,secundaria,no,1049,yes,no,cellular,14,may,224,4,-1,0,unknown,yes
38,obrero,casado,secundaria,no,0,yes,no,cellular,13,may,57,5,349,1,other,no
36,ama_de_casa,casado,secundaria,no,419,yes,no,unknown,30,may,251,1,-1,0,unknown,no
30,gerente,soltero,terciaria,no,726,yes,no,cellular,16,apr,39,1,342,3,failure,no
28,tecnico,divorciado,terciaria,no,594,yes,yes,unknown,18,jun,54,3,-1,0,unknown,no
26,desempleado,casado,terciaria,no,454,yes,yes,unknown,23,may,28,18,-1,0,unknown,no
54,desconocido,casado,secundaria,no,2206,no,no,cellular,12,nov,104,1,99,2,other,yes
38,administrativo,casado,terciaria,no,1988,no,no,cellular,27,mar,164,2,130,2,failure,yes
32,tecnico,soltero,terciaria,no,0,no,no,cellular,7,aug,268,2,-1,0,unknown,no
50,administrativo,divorciado,secundaria,no,202,no,yes,cellular,17,nov,148,1,-1,0,unknown,no
43,obrero,casado,secundaria,no,667,yes,no,unknown,7,may,228,3,-1,0,unknown,no
48,administrativo,casado,secundaria,no,112,no,no,cellular,18,aug,139,5,-1,0,unknown,no
57,ama_de_casa,casado,primaria,no,50,no,no,cellular,18,aug,89,3,-1,0,unknown,no
64,ama_de_casa,casado,primaria,no,768,no,no,cellular,15,jul,250,2,182,1,success,no
26,servicios,divorciado,secundaria,no,74,yes,no,unknown,23,may,106,6,-1,0,unknown,no
33,obrero,casado,secundaria,no,661,yes,no,cellular,18,jul,968,1,-1,0,unknown,yes
50,autonomo,casado,secundaria,no,3025,no,yes,cellular,6,aug,168,3,-1,0,unknown,no
47,autonomo,casado,terciaria,no,751,no,no,cellular,24,jul,408,14,-1,0,unknown,no
39,gerente,soltero,terciaria,no,416,no,no,cellular,23,oct,56,4,-1,0,unknown,no
52,servicios,casado,primaria,no,14,no,yes,cellular,28,jul,55,5,-1,0,unknown,no
31,obrero,soltero,primaria,no,-502,yes,no,unknown,29,may,76,4,-1,0,unknown,no
50,obrero,casado,primaria,no,0,no,no,cellular,11,aug,72,5,-1,0,unknown,no
47,tecnico,casado,secundaria,no,599,yes,no,cellular,13,aug,99,3,-1,0,unknown,no
30,gerente,soltero,terciaria,no,-218,yes,no,cellular,27,aug,13,15,-1,0,unknown,no
32,tecnico,soltero,terciaria,no,1012,no,no,cellular,14,apr,178,1,-1,0,unknown,no
36,tecnico,casado,secundaria,no,300,no,no,unknown,9,jun,287,1,-1,0,unknown,no
46,tecnico,casado,terciaria,no,217,yes,no,cellular,14,may,141,1,346,2,other,no
45,gerente,divorciado,terciaria,no,2096,no,no,cellular,21,nov,127,1,100,2,failure,no
37,tecnico,soltero,secundaria,no,0,no,no,cellular,4,aug,69,2,-1,0,unknown,no
58,ama_de_casa,casado,primaria,no,5278,yes,no,unknown,4,jun,763,4,-1,0,unknown,no
59,gerente,casado,terciaria,no,1831,no,no,cellular,17,feb,122,1,92,1,failure,no
28,gerente,casado,terciaria,no,1480,yes,no,cellular,18,may,143,1,-1,0,unknown,no
48,gerente,casado,terciaria,no,7289,yes,no,cellular,2,feb,316,3,-1,0,unknown,no
55,obrero,casado,desconocido,no,1665,no,no,telephone,30,jul,89,2,-1,0,unknown,no
37,obrero,soltero,primaria,no,851,yes,no,cellular,15,may,151,1,352,1,failure,no
41,gerente,casado,terciaria,no,2885,no,no,cellular,19,nov,40,1,-1,0,unknown,no
35,obrero,casado,secundaria,no,137,no,yes,unknown,4,oct,5,1,808,12,failure,no
34,obrero,soltero,secundaria,no,1239,yes,no,cellular,18,jul,90,1,-1,0,unknown,no
43,gerente,soltero,terciaria,no,146,no,no,cellular,21,nov,50,1,113,5,other,no
59,tecnico,casado,secundaria,no,1,no,no,cellular,15,apr,159,2,378,3,failure,yes
50,obrero,divorciado,primaria,no,-10,no,yes,cellular,10,jul,369,6,-1,0,unknown,no
37,tecnico,casado,secundaria,no,480,no,no,cellular,22,oct,344,2,182,8,other,yes
35,tecnico,casado,secundaria,no,2789,yes,no,cellular,4,sep,256,2,94,1,failure,no
50,tecnico,soltero,secundaria,no,3897,no,no,cellular,26,oct,298,1,-1,0,unknown,no
36,tecnico,divorciado,secundaria,no,487,no,yes,cellular,11,aug,268,3,-1,0,unknown,no
41,administrativo,casado,secundaria,no,5110,yes,no,cellular,13,apr,231,1,-1,0,unknown,no
28,gerente,casado,terciaria,no,318,yes,no,unknown,27,may,4,4,-1,0,unknown,no
42,tecnico,soltero,terciaria,no,-411,yes,no,cellular,12,may,78,5,292,3,failure,no
60,jubilado,casado,secundaria,no,4820,no,no,unknown,5,jun,419,1,-1,0,unknown,no
28,gerente,soltero,terciaria,no,4937,yes,no,telephone,13,may,421,3,-1,0,unknown,no
48,emprendedor,casado,secundaria,no,725,no,yes,cellular,10,jul,105,1,-1,0,unknown,no
51,emprendedor,casado,terciaria,no,5403,no,no,unknown,6,jun,42,1,-1,0,unknown,no
32,tecnico,casado,terciaria,no,4089,no,no,cellular,26,may,114,7,287,3,failure,no
35,tecnico,casado,terciaria,no,188,no,no,cellular,26,aug,286,2,-1,0,unknown,no
37,tecnico,casado,desconocido,no,189,no,no,cellular,1,oct,238,1,107,2,success,yes
38,obrero,divorciado,secundaria,no,2998,yes,no,unknown,11,jun,91,1,-1,0,unknown,no
77,jubilado,casado,secundaria,no,610,no,no,cellular,13,aug,766,3,-1,0,unknown,no
32,gerente,soltero,desconocido,no,787,no,no,cellular,28,jan,92,1,-1,0,unknown,no
43,tecnico,divorciado,secundaria,no,167,no,no,cellular,4,aug,211,3,-1,0,unknown,no
36,gerente,soltero,terciaria,no,243,yes,no,cellular,7,may,160,2,360,3,failure,no
29,gerente,casado,terciaria,no,877,no,no,cellular,3,feb,166,3,-1,0,unknown,no
32,administrativo,soltero,secundaria,no,2817,yes,no,cellular,21,nov,195,1,-1,0,unknown,no
41,gerente,divorciado,terciaria,no,4567,yes,yes,cellular,16,jul,106,1,-1,0,unknown,no
26,servicios,soltero,secundaria,no,127,yes,yes,cellular,23,jul,85,3,-1,0,unknown,no
34,obrero,casado,primaria,no,176,no,no,cellular,24,jul,78,1,-1,0,unknown,no
57,jubilado,casado,terciaria,no,0,yes,yes,unknown,28,may,648,1,-1,0,unknown,yes
36,servicios,soltero,secundaria,no,1482,yes,no,cellular,18,nov,177,2,174,1,other,no
42,obrero,casado,secundaria,no,3052,yes,no,unknown,27,may,32,1,-1,0,unknown,no
35,tecnico,divorciado,secundaria,no,56,no,no,cellular,29,aug,24,12,-1,0,unknown,no
52,emprendedor,divorciado,primaria,no,278,yes,no,unknown,7,may,688,2,-1,0,unknown,no
36,gerente,soltero,terciaria,no,3875,yes,no,unknown,27,may,21,5,-1,0,unknown,no
46,tecnico,casado,secundaria,no,-337,yes,no,unknown,27,may,112,1,-1,0,unknown,no
60,gerente,divorciado,terciaria,no,366,no,no,cellular,3,jun,593,1,-1,0,unknown,yes
57,ama_de_casa,casado,primaria,no,501,yes,yes,cellular,7,aug,59,2,-1,0,unknown,no
48,gerente,casado,terciaria,no,998,yes,no,cellular,29,jan,121,3,-1,0,unknown,no
59,autonomo,casado,primaria,no,0,yes,no,telephone,28,jul,97,2,-1,0,unknown,no
39,gerente,casado,terciaria,no,246,no,no,cellular,11,aug,86,2,-1,0,unknown,no
44,obrero,casado,secundaria,no,-182,yes,yes,cellular,14,may,10,10,-1,0,unknown,no
27,gerente,soltero,terciaria,no,446,no,no,cellular,23,jun,205,3,-1,0,unknown,no
59,jubilado,casado,secundaria,no,1173,no,no,unknown,9,jun,77,2,-1,0,unknown,no
36,tecnico,divorciado,secundaria,no,5957,yes,no,cellular,18,nov,138,2,-1,0,unknown,no
44,administrativo,casado,secundaria,no,205,no,no,cellular,3,nov,289,1,-1,0,unknown,yes
50,administrativo,casado,secundaria,no,0,no,no,cellular,4,aug,86,4,-1,0,unknown,no
41,gerente,divorciado,terciaria,no,369,yes,no,telephone,22,aug,9,3,-1,0,unknown,no
47,administrativo,casado,secundaria,no,1934,no,yes,cellular,14,may,225,1,364,1,failure,no
32,tecnico,soltero,terciaria,no,259,no,no,cellular,22,jul,407,4,-1,0,unknown,no
38,obrero,casado,secundaria,no,284,yes,yes,unknown,3,jun,1030,6,-1,0,unknown,no
55,obrero,casado,desconocido,no,23,no,no,cellular,13,aug,123,2,-1,0,unknown,no
38,gerente,soltero,terciaria,no,1373,no,no,cellular,22,oct,119,4,-1,0,unknown,no
31,gerente,soltero,terciaria,no,62,yes,no,cellular,18,may,175,1,293,5,failure,no
38,obrero,divorciado,secundaria,no,157,no,no,unknown,9,jun,299,5,-1,0,unknown,no
29,desempleado,soltero,terciaria,no,991,no,no,cellular,5,feb,563,1,-1,0,unknown,no
55,servicios,casado,secundaria,no,186,yes,yes,unknown,9,may,241,1,-1,0,unknown,no
35,desempleado,casado,secundaria,no,977,yes,no,cellular,4,may,52,4,91,1,other,no
40,autonomo,soltero,terciaria,no,2893,no,no,cellular,2,jun,76,3,-1,0,unknown,no
34,obrero,casado,secundaria,no,1897,yes,yes,cellular,19,nov,441,1,-1,0,unknown,no
32,tecnico,soltero,terciaria,no,5514,no,no,cellular,22,apr,319,1,182,1,success,yes
33,obrero,casado,secundaria,no,889,yes,no,unknown,18,sep,13,1,373,6,success,no
33,gerente,casado,terciaria,no,273,yes,no,unknown,16,may,803,1,-1,0,unknown,yes
37,administrativo,casado,secundaria,no,1193,no,no,cellular,12,may,396,2,-1,0,unknown,no
58,gerente,casado,terciaria,no,2729,no,no,unknown,18,jun,188,1,-1,0,unknown,no
36,administrativo,soltero,secundaria,no,0,no,no,cellular,20,apr,637,1,-1,0,unknown,no
42,obrero,casado,secundaria,no,230,yes,no,unknown,5,jun,175,7,-1,0,unknown,no
34,tecnico,soltero,secundaria,no,2729,yes,no,cellular,6,apr,945,1,139,1,success,no
35,gerente,casado,terciaria,no,317,yes,no,unknown,23,may,162,3,-1,0,unknown,no
60,ama_de_casa,casado,primaria,no,517,no,no,unknown,12,jun,1178,3,-1,0,unknown,no
50,gerente,casado,terciaria,no,-470,yes,no,cellular,8,may,506,2,170,3,failure,no
